protocol,pkt_len,pkt_rate,pkt_count,ip_ttl,label
UDP,142,160.5,4,64,Normal
TCP,911,91.9,3,64,Normal
TCP,1392,81.7,5,255,Normal
UDP,769,450.2,4,128,Normal
UDP,701,298.2,4,255,Normal
TCP,1187,112.7,3,255,Normal
ICMP,1016,119.7,8,128,Normal
TCP,1435,156.6,8,255,Normal
UDP,858,120.6,4,128,Normal
TCP,437,311.5,2,255,Normal
TCP,1481,37.1,6,255,Normal
TCP,867,19.2,2,255,Normal
ICMP,1463,358.6,8,128,Normal
UDP,419,7.6,5,64,Normal
ICMP,60,25953.0,26,128,DDOS-Attack
UDP,667,85.1,1,255,Normal
TCP,1153,77.8,1,64,Normal
TCP,1114,356.6,5,64,Normal
UDP,806,274.8,2,128,Normal
UDP,874,94.5,8,64,Normal
TCP,1492,358.5,2,255,Normal
TCP,326,87.0,6,64,Normal
ICMP,60,13068.1,42,64,DDOS-Attack
TCP,1157,171.7,3,128,Normal
ICMP,60,22567.6,30,128,DDOS-Attack
UDP,422,231.7,1,255,Normal
TCP,273,19.8,7,128,Normal
ICMP,60,19890.2,33,128,DDOS-Attack
TCP,1009,322.1,1,255,Normal
UDP,587,252.4,8,64,Normal
TCP,901,375.2,3,128,Normal
ICMP,60,20116.8,20,64,DDOS-Attack
UDP,512,21718.5,34,128,DDOS-Attack
TCP,389,230.7,1,255,Normal
TCP,474,278.5,5,64,Normal
ICMP,60,6898.2,46,128,DDOS-Attack
ICMP,60,15795.3,27,128,DDOS-Attack
ICMP,973,146.1,4,128,Normal
TCP,259,158.4,2,128,Normal
TCP,1409,53.4,5,64,Normal
TCP,426,313.0,1,64,Normal
TCP,557,255.0,6,64,Normal
TCP,192,477.8,4,128,Normal
ICMP,60,13472.3,48,128,DDOS-Attack
ICMP,60,14745.5,23,64,DDOS-Attack
TCP,940,204.5,5,64,Normal
TCP,1202,468.9,5,64,Normal
ICMP,60,3487.7,39,64,DDOS-Attack
UDP,60,4486.7,46,128,DDOS-Attack
UDP,1089,165.4,8,64,Normal
TCP,556,224.1,7,255,Normal
TCP,790,122.2,5,128,Normal
TCP,574,36.5,2,128,Normal
TCP,917,490.1,2,128,Normal
UDP,1444,415.7,6,128,Normal
TCP,1470,35.3,4,64,Normal
UDP,347,276.3,1,64,Normal
TCP,716,348.2,8,255,Normal
TCP,64,36980.5,30,64,DDOS-Attack
UDP,1353,366.8,1,64,Normal
TCP,192,421.7,6,255,Normal
TCP,585,169.6,7,128,Normal
TCP,1310,431.6,6,128,Normal
TCP,563,359.9,7,255,Normal
ICMP,60,4872.7,27,64,DDOS-Attack
UDP,60,8977.4,41,128,DDOS-Attack
UDP,1184,193.2,1,64,Normal
UDP,60,2742.5,45,128,DDOS-Attack
UDP,565,237.4,7,128,Normal
UDP,913,296.4,7,255,Normal
TCP,347,44.7,4,64,Normal
TCP,1422,395.8,6,255,Normal
ICMP,60,11518.0,28,128,DDOS-Attack
UDP,512,21658.9,12,128,DDOS-Attack
TCP,1294,86.2,1,255,Normal
TCP,367,454.2,3,255,Normal
TCP,517,331.9,2,255,Normal
TCP,268,488.2,3,64,Normal
TCP,1040,474.8,1,128,Normal
TCP,385,402.9,8,255,Normal
UDP,812,266.2,6,64,Normal
ICMP,107,256.8,2,255,Normal
TCP,767,423.7,7,255,Normal
ICMP,978,52.1,6,128,Normal
UDP,1095,238.5,5,128,Normal
UDP,1024,17636.1,16,128,DDOS-Attack
TCP,640,260.2,6,128,Normal
TCP,717,78.6,5,128,Normal
UDP,302,17.4,7,255,Normal
ICMP,60,28690.3,30,64,DDOS-Attack
ICMP,60,22463.9,20,128,DDOS-Attack
UDP,925,334.3,3,128,Normal
TCP,1135,327.4,8,128,Normal
TCP,1300,405.2,6,255,Normal
UDP,580,451.8,8,64,Normal
ICMP,60,6862.5,32,64,DDOS-Attack
TCP,877,31.4,1,128,Normal
TCP,713,409.3,2,64,Normal
TCP,1205,286.1,5,255,Normal
TCP,1341,100.6,3,128,Normal
ICMP,60,12267.8,29,64,DDOS-Attack
TCP,479,421.4,5,128,Normal
TCP,333,335.1,2,64,Normal
ICMP,60,29304.7,39,64,DDOS-Attack
UDP,1024,8987.6,15,64,DDOS-Attack
UDP,60,9012.6,20,64,DDOS-Attack
UDP,1217,16.0,4,128,Normal
UDP,1121,270.6,5,128,Normal
TCP,73,27.2,6,128,Normal
ICMP,1049,352.9,6,255,Normal
UDP,1226,154.4,5,255,Normal
TCP,339,242.4,2,255,Normal
TCP,424,21.3,3,128,Normal
TCP,783,190.7,7,64,Normal
TCP,1197,33.9,8,255,Normal
TCP,712,269.5,6,64,Normal
UDP,967,463.6,2,255,Normal
TCP,859,497.6,1,64,Normal
UDP,60,13678.0,15,64,DDOS-Attack
TCP,1138,66.7,8,255,Normal
TCP,418,85.9,4,64,Normal
TCP,1170,38.4,7,128,Normal
UDP,571,201.8,7,128,Normal
UDP,630,49.6,8,255,Normal
UDP,1238,142.7,5,128,Normal
TCP,1461,488.9,8,255,Normal
TCP,968,388.2,8,255,Normal
TCP,1340,355.9,4,64,Normal
ICMP,60,26976.0,22,64,DDOS-Attack
TCP,853,244.5,6,255,Normal
TCP,1263,417.2,5,64,Normal
UDP,1420,75.7,6,128,Normal
ICMP,60,13583.8,27,128,DDOS-Attack
UDP,1342,27.8,6,255,Normal
TCP,741,55.0,8,128,Normal
UDP,60,21933.9,45,128,DDOS-Attack
TCP,87,78.7,7,128,Normal
TCP,1169,314.5,5,255,Normal
UDP,1355,147.9,1,255,Normal
ICMP,60,22175.5,29,128,DDOS-Attack
TCP,290,22.4,6,128,Normal
ICMP,60,11941.5,47,64,DDOS-Attack
TCP,1310,317.6,6,255,Normal
TCP,1440,124.5,4,64,Normal
UDP,512,15523.1,27,64,DDOS-Attack
UDP,1432,291.3,7,64,Normal
TCP,540,330.1,3,128,Normal
TCP,1366,305.9,2,64,Normal
UDP,375,310.2,5,64,Normal
TCP,147,61.6,5,64,Normal
TCP,1210,30.9,1,128,Normal
TCP,146,279.0,1,255,Normal
UDP,314,353.8,8,128,Normal
TCP,1165,181.9,8,64,Normal
TCP,749,286.5,5,128,Normal
ICMP,921,486.3,4,255,Normal
UDP,861,75.8,2,255,Normal
UDP,107,44.5,7,255,Normal
TCP,1132,158.3,8,64,Normal
UDP,625,221.9,3,64,Normal
TCP,345,11.2,5,255,Normal
TCP,1169,13.3,6,128,Normal
ICMP,60,23436.8,47,64,DDOS-Attack
TCP,584,266.2,5,64,Normal
UDP,1024,13775.9,48,64,DDOS-Attack
UDP,1016,50.9,6,255,Normal
ICMP,60,9200.2,49,128,DDOS-Attack
ICMP,60,20052.5,12,128,DDOS-Attack
TCP,1028,403.7,7,255,Normal
ICMP,60,2532.7,26,128,DDOS-Attack
TCP,64,25470.3,13,64,DDOS-Attack
ICMP,60,19609.1,40,64,DDOS-Attack
TCP,219,433.2,4,64,Normal
TCP,444,99.5,2,128,Normal
ICMP,60,10542.3,42,128,DDOS-Attack
ICMP,60,14652.1,28,64,DDOS-Attack
UDP,512,16607.3,41,128,DDOS-Attack
TCP,869,97.4,8,255,Normal
ICMP,60,20005.5,44,128,DDOS-Attack
TCP,1422,1.5,4,64,Normal
UDP,679,269.9,8,128,Normal
TCP,833,350.1,6,255,Normal
TCP,771,184.2,3,128,Normal
TCP,567,438.8,5,128,Normal
UDP,568,179.9,2,128,Normal
UDP,1052,394.0,3,255,Normal
TCP,499,68.8,6,255,Normal
UDP,318,312.3,3,255,Normal
TCP,286,117.0,7,64,Normal
ICMP,60,9943.1,40,128,DDOS-Attack
TCP,715,339.4,7,128,Normal
TCP,336,107.9,5,128,Normal
UDP,960,380.7,8,255,Normal
TCP,548,381.0,1,64,Normal
UDP,1476,476.6,8,128,Normal
TCP,744,149.2,5,255,Normal
ICMP,60,8085.9,18,64,DDOS-Attack
TCP,89,464.2,5,255,Normal
ICMP,60,20106.0,19,64,DDOS-Attack
TCP,1471,104.9,7,64,Normal
ICMP,60,12449.3,32,128,DDOS-Attack
UDP,921,227.7,7,128,Normal
UDP,588,285.5,5,64,Normal
TCP,995,246.7,6,64,Normal
TCP,665,143.0,5,64,Normal
UDP,113,213.2,8,64,Normal
ICMP,60,26601.3,44,128,DDOS-Attack
UDP,512,24669.0,17,64,DDOS-Attack
ICMP,60,11027.6,46,128,DDOS-Attack
TCP,1263,338.8,5,255,Normal
ICMP,60,29777.5,30,128,DDOS-Attack
TCP,173,159.3,2,64,Normal
TCP,799,42.5,3,255,Normal
UDP,198,160.9,4,64,Normal
TCP,197,200.7,2,128,Normal
UDP,60,24459.0,22,64,DDOS-Attack
UDP,565,303.5,8,255,Normal
UDP,1024,24388.9,15,128,DDOS-Attack
ICMP,60,12940.2,48,128,DDOS-Attack
UDP,512,17381.6,16,128,DDOS-Attack
ICMP,60,25193.0,22,64,DDOS-Attack
ICMP,60,29211.5,24,64,DDOS-Attack
TCP,64,1601.9,38,128,DDOS-Attack
TCP,1057,406.5,6,128,Normal
TCP,893,86.1,1,128,Normal
UDP,1206,415.6,6,255,Normal
TCP,1402,271.1,7,64,Normal
UDP,1385,484.8,4,255,Normal
ICMP,60,10665.5,47,64,DDOS-Attack
UDP,1298,79.2,5,128,Normal
UDP,1024,16844.7,38,64,DDOS-Attack
TCP,64,20239.8,25,64,DDOS-Attack
ICMP,60,16853.6,19,64,DDOS-Attack
TCP,177,266.7,8,64,Normal
TCP,64,32433.7,36,64,DDOS-Attack
TCP,647,395.3,5,64,Normal
UDP,1249,209.6,1,64,Normal
TCP,1116,314.7,7,128,Normal
TCP,1424,370.0,8,64,Normal
UDP,465,447.1,3,128,Normal
UDP,1202,456.2,8,128,Normal
ICMP,60,19525.8,14,128,DDOS-Attack
TCP,1314,96.2,6,128,Normal
TCP,956,184.7,8,64,Normal
ICMP,60,4613.0,27,128,DDOS-Attack
TCP,266,93.5,8,64,Normal
ICMP,60,5898.6,31,128,DDOS-Attack
ICMP,60,10741.9,40,64,DDOS-Attack
UDP,787,176.5,2,255,Normal
UDP,1485,393.7,5,255,Normal
TCP,191,415.1,5,255,Normal
UDP,441,164.2,4,255,Normal
UDP,566,433.0,7,64,Normal
UDP,1283,275.7,5,128,Normal
UDP,350,181.0,5,64,Normal
UDP,992,27.9,8,255,Normal
TCP,729,488.9,7,128,Normal
UDP,1314,365.1,7,64,Normal
ICMP,60,22479.7,29,128,DDOS-Attack
UDP,457,118.4,5,64,Normal
UDP,1107,317.5,3,64,Normal
TCP,217,167.2,1,128,Normal
UDP,229,256.7,2,64,Normal
UDP,689,153.5,1,128,Normal
UDP,512,3404.3,22,64,DDOS-Attack
TCP,1351,334.7,8,255,Normal
UDP,1230,81.9,8,128,Normal
TCP,1082,179.7,7,255,Normal
ICMP,60,6253.1,18,64,DDOS-Attack
TCP,1448,495.6,8,64,Normal
TCP,507,106.4,7,255,Normal
UDP,406,280.6,2,64,Normal
TCP,548,96.2,1,64,Normal
UDP,235,377.3,6,64,Normal
UDP,785,19.7,2,255,Normal
TCP,743,419.1,6,64,Normal
ICMP,60,1491.2,24,128,DDOS-Attack
ICMP,446,183.3,1,128,Normal
TCP,421,172.4,8,64,Normal
TCP,1480,130.4,2,64,Normal
ICMP,986,126.1,7,128,Normal
TCP,465,319.5,3,128,Normal
TCP,781,251.7,2,255,Normal
UDP,60,3098.1,50,64,DDOS-Attack
UDP,521,426.6,1,255,Normal
UDP,148,155.7,2,128,Normal
UDP,1108,402.5,1,64,Normal
TCP,193,180.5,1,255,Normal
TCP,231,305.2,3,128,Normal
TCP,719,101.5,2,64,Normal
ICMP,60,29541.2,35,64,DDOS-Attack
TCP,863,125.5,5,255,Normal
UDP,965,268.7,7,128,Normal
TCP,958,84.5,2,128,Normal
ICMP,60,7707.8,34,64,DDOS-Attack
UDP,60,21724.8,50,128,DDOS-Attack
TCP,789,107.2,1,64,Normal
ICMP,60,17073.6,27,128,DDOS-Attack
TCP,1361,218.3,1,128,Normal
TCP,204,113.0,2,255,Normal
TCP,64,29567.9,16,128,DDOS-Attack
UDP,421,192.9,8,128,Normal
ICMP,60,14471.4,45,64,DDOS-Attack
TCP,1343,410.4,8,64,Normal
ICMP,60,21763.9,40,64,DDOS-Attack
UDP,384,47.9,6,255,Normal
ICMP,60,16450.9,23,64,DDOS-Attack
ICMP,60,29579.5,47,64,DDOS-Attack
ICMP,60,15453.8,45,64,DDOS-Attack
ICMP,60,4935.6,41,64,DDOS-Attack
UDP,1240,179.0,6,64,Normal
ICMP,60,12774.0,46,64,DDOS-Attack
ICMP,60,22203.8,28,64,DDOS-Attack
ICMP,963,9.6,6,255,Normal
ICMP,60,19465.8,15,64,DDOS-Attack
TCP,674,325.4,3,255,Normal
ICMP,60,21829.2,50,64,DDOS-Attack
TCP,261,201.0,2,64,Normal
UDP,179,107.3,2,255,Normal
TCP,380,205.2,5,128,Normal
UDP,995,496.3,1,128,Normal
UDP,579,193.3,3,64,Normal
ICMP,60,29545.9,41,64,DDOS-Attack
UDP,845,472.5,4,128,Normal
TCP,894,205.1,8,128,Normal
TCP,952,325.6,5,128,Normal
ICMP,60,27205.6,15,64,DDOS-Attack
UDP,270,407.3,4,128,Normal
TCP,995,36.5,1,128,Normal
UDP,1024,21631.9,48,64,DDOS-Attack
ICMP,60,19616.8,47,64,DDOS-Attack
TCP,675,331.4,5,255,Normal
ICMP,60,27125.8,37,128,DDOS-Attack
TCP,799,388.3,8,255,Normal
TCP,876,17.7,8,128,Normal
TCP,319,323.0,2,255,Normal
TCP,975,253.1,7,128,Normal
ICMP,60,21168.1,12,64,DDOS-Attack
ICMP,60,7834.4,34,64,DDOS-Attack
ICMP,60,25076.2,28,128,DDOS-Attack
UDP,1061,75.9,1,128,Normal
UDP,1265,480.3,4,255,Normal
TCP,1217,185.2,4,255,Normal
ICMP,60,15289.1,40,64,DDOS-Attack
TCP,1373,177.8,5,64,Normal
ICMP,60,21643.3,28,64,DDOS-Attack
UDP,768,307.0,5,255,Normal
UDP,767,43.0,5,128,Normal
UDP,1024,17298.2,25,128,DDOS-Attack
ICMP,60,8390.5,27,64,DDOS-Attack
UDP,1334,217.8,7,128,Normal
UDP,1162,261.9,8,255,Normal
UDP,446,134.9,4,64,Normal
TCP,1171,25.8,6,255,Normal
TCP,1357,463.0,4,64,Normal
TCP,830,482.6,4,128,Normal
TCP,1266,423.7,4,64,Normal
UDP,1280,154.2,7,128,Normal
TCP,787,413.5,7,64,Normal
UDP,279,196.0,7,64,Normal
UDP,929,243.0,3,128,Normal
UDP,639,38.1,6,128,Normal
UDP,1052,340.3,7,128,Normal
TCP,1188,412.8,8,255,Normal
UDP,913,432.9,7,255,Normal
UDP,1203,189.1,5,64,Normal
TCP,64,25009.3,22,128,DDOS-Attack
TCP,655,75.8,1,128,Normal
TCP,1408,485.2,1,64,Normal
UDP,115,409.1,4,64,Normal
TCP,64,39507.9,19,64,DDOS-Attack
TCP,569,449.8,1,128,Normal
TCP,1276,457.1,1,255,Normal
UDP,79,471.1,5,64,Normal
TCP,447,5.1,6,64,Normal
TCP,64,22547.0,44,64,DDOS-Attack
UDP,60,20591.5,19,128,DDOS-Attack
UDP,794,49.3,2,128,Normal
ICMP,60,22909.0,38,64,DDOS-Attack
UDP,510,484.9,4,128,Normal
TCP,942,223.0,6,64,Normal
UDP,229,2.4,1,255,Normal
TCP,1295,92.1,3,128,Normal
UDP,679,422.4,7,64,Normal
TCP,64,28008.7,50,64,DDOS-Attack
UDP,877,219.4,4,64,Normal
ICMP,60,23156.5,14,128,DDOS-Attack
UDP,1258,377.9,4,128,Normal
TCP,1198,199.3,8,64,Normal
UDP,607,341.4,4,128,Normal
ICMP,60,5083.5,27,128,DDOS-Attack
TCP,1416,362.7,7,64,Normal
ICMP,60,26862.2,20,128,DDOS-Attack
UDP,944,287.6,4,64,Normal
UDP,1464,181.6,8,64,Normal
TCP,348,203.5,5,255,Normal
TCP,1172,87.0,5,128,Normal
UDP,448,290.8,5,64,Normal
TCP,602,185.9,4,64,Normal
UDP,512,3479.8,16,128,DDOS-Attack
TCP,807,333.5,7,64,Normal
ICMP,60,8706.7,35,64,DDOS-Attack
UDP,1417,432.2,5,255,Normal
TCP,1316,451.1,8,64,Normal
TCP,1157,479.8,6,128,Normal
ICMP,60,20102.1,50,128,DDOS-Attack
TCP,1099,247.6,3,128,Normal
UDP,197,458.8,6,255,Normal
ICMP,60,9454.6,13,128,DDOS-Attack
TCP,1091,172.7,7,128,Normal
TCP,590,130.5,1,128,Normal
UDP,1024,13777.9,26,64,DDOS-Attack
TCP,899,108.5,3,128,Normal
TCP,1490,430.2,5,128,Normal
UDP,1024,24189.1,16,64,DDOS-Attack
TCP,1217,158.2,3,128,Normal
TCP,745,238.7,4,64,Normal
ICMP,60,8523.7,46,64,DDOS-Attack
TCP,1056,494.1,1,255,Normal
ICMP,60,18845.0,47,64,DDOS-Attack
UDP,1341,478.2,7,255,Normal
UDP,60,18800.4,32,128,DDOS-Attack
ICMP,111,450.0,8,255,Normal
ICMP,60,3452.3,28,64,DDOS-Attack
UDP,60,2167.6,39,128,DDOS-Attack
UDP,1150,204.7,3,255,Normal
UDP,1004,391.9,3,128,Normal
TCP,1155,99.8,2,64,Normal
TCP,1040,377.9,1,128,Normal
UDP,1174,498.9,3,64,Normal
UDP,1032,147.3,2,64,Normal
UDP,512,14634.1,50,64,DDOS-Attack
UDP,1210,38.1,8,255,Normal
UDP,1024,16795.0,30,64,DDOS-Attack
TCP,82,35.7,6,255,Normal
TCP,1220,114.8,4,255,Normal
TCP,1432,228.6,5,64,Normal
TCP,115,96.6,4,128,Normal
TCP,70,231.9,7,255,Normal
UDP,512,5084.8,19,64,DDOS-Attack
TCP,307,311.0,5,255,Normal
ICMP,1274,308.5,4,128,Normal
TCP,64,24378.4,32,128,DDOS-Attack
TCP,353,32.7,7,255,Normal
UDP,1227,483.1,8,128,Normal
UDP,1025,191.3,4,255,Normal
UDP,902,280.3,4,64,Normal
ICMP,60,15423.2,15,64,DDOS-Attack
ICMP,60,18927.9,25,128,DDOS-Attack
TCP,64,14539.8,41,64,DDOS-Attack
UDP,961,407.4,5,64,Normal
ICMP,60,5959.3,47,128,DDOS-Attack
TCP,1050,284.2,6,64,Normal
UDP,1351,326.2,2,128,Normal
ICMP,765,459.3,1,255,Normal
ICMP,60,10740.4,18,64,DDOS-Attack
UDP,945,494.8,6,128,Normal
UDP,1021,97.8,3,255,Normal
TCP,1222,92.8,6,255,Normal
UDP,583,44.5,2,128,Normal
UDP,167,466.5,3,128,Normal
TCP,780,252.9,7,128,Normal
TCP,341,35.0,4,64,Normal
ICMP,60,8999.3,20,64,DDOS-Attack
UDP,617,144.0,4,64,Normal
TCP,635,457.4,2,64,Normal
UDP,530,41.5,3,255,Normal
TCP,816,13.8,7,64,Normal
UDP,1185,399.3,5,128,Normal
TCP,296,2.5,4,64,Normal
ICMP,60,29630.1,20,128,DDOS-Attack
ICMP,60,4840.0,28,64,DDOS-Attack
UDP,785,340.0,7,255,Normal
TCP,177,124.7,2,128,Normal
ICMP,60,14304.2,42,64,DDOS-Attack
TCP,1188,173.5,8,128,Normal
UDP,473,163.3,7,255,Normal
TCP,546,315.0,3,255,Normal
TCP,323,73.9,4,255,Normal
TCP,351,132.2,6,64,Normal
ICMP,60,13647.0,16,128,DDOS-Attack
TCP,1204,106.4,6,255,Normal
ICMP,60,1030.2,32,64,DDOS-Attack
TCP,853,95.1,6,255,Normal
TCP,778,489.6,2,128,Normal
UDP,1170,240.6,1,255,Normal
TCP,984,203.7,7,64,Normal
TCP,355,71.4,5,128,Normal
UDP,651,347.0,8,255,Normal
TCP,844,462.6,8,128,Normal
TCP,765,137.1,1,255,Normal
UDP,113,485.4,1,255,Normal
TCP,539,161.4,4,255,Normal
ICMP,60,18042.7,14,128,DDOS-Attack
TCP,267,229.5,5,255,Normal
TCP,310,111.1,3,64,Normal
TCP,1197,136.7,8,64,Normal
UDP,323,136.5,6,255,Normal
UDP,1328,423.0,1,128,Normal
TCP,851,215.5,1,64,Normal
UDP,1176,356.3,2,64,Normal
TCP,961,420.8,2,255,Normal
UDP,1024,13164.1,40,64,DDOS-Attack
TCP,1376,95.6,1,128,Normal
UDP,684,283.2,5,255,Normal
ICMP,60,26089.5,41,64,DDOS-Attack
TCP,1026,302.9,5,128,Normal
TCP,674,226.7,1,255,Normal
UDP,1457,387.4,8,128,Normal
UDP,651,175.0,4,128,Normal
UDP,881,453.5,3,255,Normal
ICMP,60,23702.0,23,128,DDOS-Attack
TCP,458,236.4,8,64,Normal
ICMP,60,9906.1,15,128,DDOS-Attack
ICMP,689,420.8,4,128,Normal
ICMP,895,329.1,7,255,Normal
TCP,523,283.2,7,128,Normal
UDP,149,235.7,2,255,Normal
UDP,1499,370.3,1,255,Normal
TCP,116,150.3,5,128,Normal
TCP,64,37735.6,49,128,DDOS-Attack
UDP,381,125.7,6,64,Normal
UDP,1495,372.4,1,255,Normal
TCP,493,119.2,8,255,Normal
TCP,1001,328.4,2,255,Normal
ICMP,60,18265.9,33,128,DDOS-Attack
UDP,380,3.2,3,64,Normal
ICMP,60,13772.5,22,64,DDOS-Attack
TCP,1322,436.5,4,64,Normal
UDP,512,21393.3,18,64,DDOS-Attack
UDP,359,240.0,6,255,Normal
ICMP,60,13997.7,44,64,DDOS-Attack
UDP,809,2.8,4,255,Normal
TCP,371,367.8,5,128,Normal
TCP,1389,264.2,7,255,Normal
ICMP,60,18544.6,41,128,DDOS-Attack
ICMP,60,29769.7,35,64,DDOS-Attack
TCP,1438,362.4,7,64,Normal
TCP,547,28.9,8,255,Normal
UDP,1024,11623.3,44,64,DDOS-Attack
UDP,282,466.7,7,255,Normal
TCP,438,42.3,2,64,Normal
ICMP,700,415.6,5,128,Normal
TCP,387,282.4,3,64,Normal
TCP,313,226.6,7,128,Normal
TCP,1157,492.8,4,255,Normal
ICMP,312,211.6,4,64,Normal
ICMP,60,6369.8,46,128,DDOS-Attack
ICMP,60,2152.3,16,128,DDOS-Attack
TCP,1171,402.4,7,64,Normal
UDP,1329,325.8,4,64,Normal
TCP,343,261.5,5,255,Normal
ICMP,60,17514.2,22,64,DDOS-Attack
TCP,1232,128.8,2,255,Normal
TCP,401,448.2,5,255,Normal
TCP,494,381.1,2,255,Normal
TCP,185,9.9,5,128,Normal
TCP,1496,248.7,6,64,Normal
TCP,202,356.6,7,64,Normal
ICMP,60,15096.4,23,64,DDOS-Attack
TCP,317,89.0,2,64,Normal
TCP,833,92.3,8,255,Normal
TCP,1040,109.2,1,255,Normal
ICMP,203,484.5,8,128,Normal
TCP,263,263.1,8,128,Normal
TCP,592,240.9,3,128,Normal
UDP,1248,476.4,4,128,Normal
ICMP,60,7963.2,31,64,DDOS-Attack
ICMP,60,29360.4,38,64,DDOS-Attack
TCP,434,415.1,3,64,Normal
TCP,1354,201.4,4,64,Normal
TCP,773,442.9,3,128,Normal
UDP,871,253.1,2,64,Normal
TCP,257,57.4,7,128,Normal
TCP,971,340.5,1,255,Normal
ICMP,266,381.3,7,128,Normal
TCP,434,92.1,4,64,Normal
UDP,1434,336.3,5,255,Normal
UDP,114,251.0,1,64,Normal
TCP,1151,310.4,8,64,Normal
ICMP,60,1011.6,32,64,DDOS-Attack
TCP,277,414.5,8,255,Normal
UDP,80,248.9,8,255,Normal
ICMP,60,24438.3,46,64,DDOS-Attack
TCP,846,346.3,2,64,Normal
ICMP,60,3021.7,47,64,DDOS-Attack
TCP,903,470.9,6,64,Normal
ICMP,60,5897.3,17,64,DDOS-Attack
UDP,1444,201.8,7,64,Normal
UDP,77,489.7,8,128,Normal
TCP,814,121.8,4,255,Normal
UDP,1479,222.9,8,64,Normal
TCP,600,299.3,8,255,Normal
TCP,1400,163.6,2,64,Normal
UDP,263,406.3,8,128,Normal
TCP,1175,53.2,6,128,Normal
TCP,867,47.0,5,255,Normal
TCP,1075,288.8,4,255,Normal
ICMP,60,27101.7,34,64,DDOS-Attack
TCP,1298,365.7,2,255,Normal
TCP,1004,34.2,8,64,Normal
ICMP,60,22277.8,43,128,DDOS-Attack
UDP,946,8.7,7,255,Normal
TCP,1296,296.5,2,128,Normal
TCP,426,448.7,5,64,Normal
TCP,305,352.9,7,64,Normal
TCP,1152,281.6,3,128,Normal
UDP,1192,498.4,6,64,Normal
UDP,512,16143.3,24,64,DDOS-Attack
TCP,1288,191.3,2,64,Normal
TCP,238,169.4,3,128,Normal
ICMP,60,26491.4,24,64,DDOS-Attack
UDP,1109,91.0,6,64,Normal
TCP,1280,141.3,2,255,Normal
TCP,798,264.0,1,255,Normal
UDP,60,22400.7,34,64,DDOS-Attack
ICMP,60,9288.0,47,128,DDOS-Attack
TCP,1258,208.5,1,255,Normal
TCP,1071,68.2,1,64,Normal
ICMP,60,24464.9,42,64,DDOS-Attack
TCP,1219,66.3,7,64,Normal
UDP,1353,396.4,3,64,Normal
ICMP,60,18832.1,41,64,DDOS-Attack
TCP,405,396.4,8,128,Normal
TCP,941,253.7,8,128,Normal
ICMP,60,14728.0,12,64,DDOS-Attack
TCP,1176,158.1,1,255,Normal
ICMP,60,2086.4,35,128,DDOS-Attack
TCP,335,48.3,2,255,Normal
UDP,691,442.7,5,255,Normal
UDP,512,23476.7,16,64,DDOS-Attack
UDP,1024,20579.6,42,64,DDOS-Attack
TCP,975,342.1,4,255,Normal
UDP,759,24.7,8,255,Normal
ICMP,60,7386.4,38,64,DDOS-Attack
UDP,380,468.7,1,128,Normal
ICMP,60,1282.8,42,128,DDOS-Attack
UDP,512,8397.6,46,128,DDOS-Attack
TCP,1235,126.7,4,64,Normal
TCP,1396,273.4,6,128,Normal
TCP,500,41.2,7,128,Normal
ICMP,60,6239.6,38,64,DDOS-Attack
ICMP,60,20217.3,16,64,DDOS-Attack
TCP,164,386.1,4,64,Normal
TCP,934,388.2,2,255,Normal
TCP,498,211.6,3,64,Normal
UDP,60,19637.8,16,64,DDOS-Attack
ICMP,60,15677.9,36,64,DDOS-Attack
TCP,64,27139.7,45,64,DDOS-Attack
TCP,1086,205.7,7,128,Normal
TCP,168,12.3,3,255,Normal
ICMP,970,222.5,7,128,Normal
TCP,971,358.5,3,64,Normal
UDP,582,168.5,5,64,Normal
ICMP,60,6722.4,31,128,DDOS-Attack
TCP,1363,224.5,8,128,Normal
TCP,336,100.7,3,64,Normal
TCP,106,184.9,7,128,Normal
ICMP,60,12811.1,44,128,DDOS-Attack
TCP,1224,13.3,7,64,Normal
TCP,1403,257.5,7,128,Normal
TCP,804,459.2,6,255,Normal
TCP,68,215.0,2,64,Normal
TCP,1096,61.2,3,255,Normal
UDP,192,452.9,1,128,Normal
TCP,1158,112.7,2,255,Normal
TCP,678,298.7,6,128,Normal
UDP,770,57.3,2,64,Normal
ICMP,60,16421.5,24,128,DDOS-Attack
ICMP,60,13606.5,23,64,DDOS-Attack
ICMP,515,298.9,2,64,Normal
UDP,210,488.3,5,128,Normal
UDP,1117,45.7,5,64,Normal
ICMP,60,8720.4,12,64,DDOS-Attack
TCP,1042,302.0,1,255,Normal
TCP,1367,487.4,2,255,Normal
TCP,482,94.7,8,128,Normal
TCP,1298,154.3,8,128,Normal
TCP,1038,396.6,5,255,Normal
UDP,541,12.8,2,64,Normal
TCP,773,40.8,2,64,Normal
UDP,1317,66.8,7,64,Normal
UDP,862,149.3,6,64,Normal
TCP,64,14697.1,29,128,DDOS-Attack
ICMP,60,12682.7,20,128,DDOS-Attack
ICMP,60,29975.7,35,128,DDOS-Attack
UDP,776,344.4,5,64,Normal
ICMP,60,21244.6,33,128,DDOS-Attack
UDP,512,14069.5,37,64,DDOS-Attack
ICMP,60,3684.5,18,128,DDOS-Attack
UDP,422,486.5,5,64,Normal
TCP,1227,306.9,8,64,Normal
TCP,488,53.0,3,64,Normal
