ip.src,ip.dst,icmp.type,frame.time_delta,frame.len,ip.ttl,protocol,ip.len,label
192.168.226.211,192.168.153.50,8,0.000818351,796,32,ICMP,801,DDOS-Attack
192.168.177.92,192.168.131.53,8,0.00267057,441,64,ICMP,443,DDOS-Attack
192.168.228.112,192.168.41.24,8,0.001977751,779,64,ICMP,786,DDOS-Attack
192.168.176.141,192.168.93.102,8,0.002132739,373,128,ICMP,373,DDOS-Attack
192.168.193.187,192.168.175.174,,0.002144213,203,32,TCP,209,DDOS-Attack
192.168.180.189,192.168.84.185,,0.004881869,761,32,UDP,763,DDOS-Attack
192.168.222.154,192.168.66.7,,0.000892122,429,128,UDP,432,DDOS-Attack
192.168.129.243,192.168.197.239,,0.002160193,513,64,TCP,523,DDOS-Attack
192.168.101.188,192.168.16.216,,0.001104327,732,128,UDP,733,DDOS-Attack
192.168.240.57,192.168.180.234,,0.000242673,520,32,UDP,523,DDOS-Attack
192.168.244.11,192.168.172.115,8,0.001831453,337,32,ICMP,339,DDOS-Attack
192.168.63.116,192.168.75.48,,0.001088532,323,64,UDP,328,DDOS-Attack
192.168.19.214,192.168.204.159,8,0.001941135,433,64,ICMP,442,DDOS-Attack
192.168.141.195,192.168.248.217,8,0.002575476,625,64,ICMP,633,DDOS-Attack
192.168.59.23,192.168.169.199,,0.000189146,732,128,UDP,734,DDOS-Attack
192.168.33.176,192.168.129.246,,0.002394282,690,64,TCP,699,DDOS-Attack
192.168.221.104,192.168.194.131,,9.4166e-05,613,32,TCP,623,DDOS-Attack
192.168.19.26,192.168.248.128,,0.003507979,207,64,UDP,208,DDOS-Attack
192.168.122.124,192.168.205.4,8,0.000550226,731,32,ICMP,740,DDOS-Attack
192.168.238.96,192.168.123.121,,0.003818814,772,128,TCP,779,DDOS-Attack
192.168.91.120,192.168.169.155,,0.002691531,712,64,UDP,712,DDOS-Attack
192.168.57.226,192.168.87.202,8,0.003314223,716,64,ICMP,717,DDOS-Attack
192.168.252.182,192.168.76.40,8,0.003815799,775,128,ICMP,782,DDOS-Attack
192.168.68.131,192.168.168.56,,0.003601927,127,128,TCP,131,DDOS-Attack
192.168.64.233,192.168.176.188,,0.000673613,780,32,TCP,785,DDOS-Attack
192.168.17.252,192.168.255.56,8,0.003478585,551,128,ICMP,554,DDOS-Attack
192.168.245.47,192.168.45.166,8,0.00323042,487,64,ICMP,490,DDOS-Attack
192.168.254.187,192.168.123.202,,0.003559936,337,32,UDP,343,DDOS-Attack
192.168.126.203,192.168.155.213,,0.001833574,422,64,UDP,423,DDOS-Attack
192.168.166.175,192.168.19.41,,0.000781516,572,64,TCP,578,DDOS-Attack
192.168.68.128,192.168.93.13,8,0.002308548,742,128,ICMP,743,DDOS-Attack
192.168.171.178,192.168.1.78,8,0.003580223,219,32,ICMP,219,DDOS-Attack
192.168.13.177,192.168.81.187,8,0.001925419,658,128,ICMP,666,DDOS-Attack
192.168.244.144,192.168.184.169,,0.004003769,684,128,UDP,690,DDOS-Attack
192.168.151.133,192.168.23.215,8,0.000584704,646,32,ICMP,654,DDOS-Attack
192.168.106.151,192.168.45.25,,0.003233999,125,128,UDP,125,DDOS-Attack
192.168.133.200,192.168.106.239,,0.003607991,771,128,TCP,771,DDOS-Attack
192.168.151.216,192.168.216.230,8,0.000903719,603,64,ICMP,608,DDOS-Attack
192.168.16.51,192.168.164.213,8,0.002355697,636,128,ICMP,637,DDOS-Attack
192.168.235.123,192.168.234.212,8,0.000534716,414,128,ICMP,422,DDOS-Attack
192.168.32.138,192.168.33.147,,0.000648691,775,128,UDP,775,DDOS-Attack
192.168.248.131,192.168.109.192,,0.001374782,64,32,UDP,71,DDOS-Attack
192.168.203.239,192.168.171.217,,0.002877823,641,32,TCP,649,DDOS-Attack
192.168.167.24,192.168.64.3,,0.000255543,143,64,TCP,153,DDOS-Attack
192.168.175.81,192.168.39.254,,0.003447418,133,128,TCP,135,DDOS-Attack
192.168.162.31,192.168.172.208,,0.001865089,246,128,TCP,248,DDOS-Attack
192.168.8.239,192.168.41.239,,0.002479156,76,64,UDP,84,DDOS-Attack
192.168.45.25,192.168.166.79,8,0.004133055,481,128,ICMP,491,DDOS-Attack
192.168.233.187,192.168.32.233,8,0.000933154,552,32,ICMP,558,DDOS-Attack
192.168.82.211,192.168.140.65,,0.000903959,118,128,UDP,123,DDOS-Attack
192.168.141.132,192.168.178.225,,0.004904634,735,128,TCP,736,DDOS-Attack
192.168.12.22,192.168.19.134,,0.0043483,167,32,UDP,174,DDOS-Attack
192.168.166.136,192.168.48.104,8,0.000173262,425,128,ICMP,430,DDOS-Attack
192.168.68.94,192.168.74.175,8,0.001737881,256,64,ICMP,266,DDOS-Attack
192.168.235.180,192.168.66.216,,0.002141671,447,128,TCP,452,DDOS-Attack
192.168.38.243,192.168.89.91,,0.003022546,728,32,TCP,729,DDOS-Attack
192.168.190.243,192.168.168.249,,0.002608821,491,64,TCP,496,DDOS-Attack
192.168.253.200,192.168.212.74,8,0.000481396,413,32,ICMP,419,DDOS-Attack
192.168.32.101,192.168.67.18,8,0.001423538,341,32,ICMP,343,DDOS-Attack
192.168.50.48,192.168.142.168,8,0.001207176,520,64,ICMP,523,DDOS-Attack
192.168.68.85,192.168.249.46,,0.000452201,289,128,UDP,291,DDOS-Attack
192.168.126.199,192.168.105.119,8,5.1922e-05,477,32,ICMP,480,DDOS-Attack
192.168.32.220,192.168.162.75,,0.002529834,489,32,UDP,499,DDOS-Attack
192.168.0.246,192.168.35.184,,0.004923099,109,32,TCP,119,DDOS-Attack
192.168.128.12,192.168.150.220,8,0.001566057,236,128,ICMP,238,DDOS-Attack
192.168.2.183,192.168.131.90,,0.004564304,798,32,UDP,798,DDOS-Attack
192.168.25.36,192.168.175.8,8,0.000873365,687,32,ICMP,692,DDOS-Attack
192.168.94.118,192.168.131.185,,6.9894e-05,377,32,UDP,384,DDOS-Attack
192.168.55.241,192.168.114.64,8,0.001421246,336,32,ICMP,346,DDOS-Attack
192.168.97.73,192.168.67.68,,0.003386898,522,32,TCP,530,DDOS-Attack
192.168.224.86,192.168.245.208,,0.002322467,625,32,UDP,625,DDOS-Attack
192.168.227.192,192.168.222.98,8,0.000246328,144,128,ICMP,146,DDOS-Attack
192.168.70.225,192.168.243.131,,0.002402334,63,128,UDP,64,DDOS-Attack
192.168.218.139,192.168.89.88,,0.004477551,104,32,TCP,107,DDOS-Attack
192.168.198.209,192.168.37.162,,0.001715661,593,64,UDP,595,DDOS-Attack
192.168.77.113,192.168.194.254,,0.004518401,322,32,TCP,331,DDOS-Attack
192.168.221.206,192.168.68.230,,0.004978652,405,128,TCP,405,DDOS-Attack
192.168.108.63,192.168.226.218,8,0.000237584,693,64,ICMP,700,DDOS-Attack
192.168.70.165,192.168.228.223,,0.00216069,196,32,TCP,199,DDOS-Attack
192.168.35.157,192.168.38.154,,0.000612954,544,64,UDP,554,DDOS-Attack
192.168.196.247,192.168.197.42,8,0.004276199,434,32,ICMP,437,DDOS-Attack
192.168.14.252,192.168.120.107,,0.001199936,456,32,UDP,465,DDOS-Attack
192.168.210.13,192.168.63.254,8,0.002260081,135,128,ICMP,140,DDOS-Attack
192.168.221.182,192.168.254.239,,0.001910513,574,64,UDP,579,DDOS-Attack
192.168.48.62,192.168.160.164,,0.004656751,193,64,UDP,201,DDOS-Attack
192.168.125.218,192.168.171.233,,0.001388371,518,64,UDP,528,DDOS-Attack
192.168.6.36,192.168.22.245,,0.00420097,357,32,UDP,365,DDOS-Attack
192.168.143.143,192.168.219.17,,0.000295991,708,32,UDP,710,DDOS-Attack
192.168.178.117,192.168.24.114,,0.002332052,443,32,TCP,443,DDOS-Attack
192.168.82.74,192.168.156.183,8,0.003818977,263,32,ICMP,263,DDOS-Attack
192.168.90.44,192.168.32.188,8,0.001532558,571,32,ICMP,580,DDOS-Attack
192.168.96.103,192.168.149.193,8,0.004730529,786,128,ICMP,794,DDOS-Attack
192.168.127.72,192.168.47.179,,0.001449179,96,128,UDP,100,DDOS-Attack
192.168.24.65,192.168.121.253,8,0.001859263,752,128,ICMP,761,DDOS-Attack
192.168.21.66,192.168.16.206,,0.00012606,333,64,TCP,339,DDOS-Attack
192.168.137.22,192.168.233.249,8,0.000456002,69,64,ICMP,75,DDOS-Attack
192.168.21.130,192.168.61.104,,0.004170773,254,64,UDP,260,DDOS-Attack
192.168.105.5,192.168.241.193,8,5.5716e-05,357,32,ICMP,358,DDOS-Attack
192.168.145.127,192.168.71.95,,0.004304895,373,32,TCP,375,DDOS-Attack
192.168.144.144,192.168.24.251,,0.002394094,488,64,TCP,495,DDOS-Attack
192.168.140.192,192.168.123.253,,0.00320614,226,32,TCP,233,DDOS-Attack
192.168.225.155,192.168.9.222,8,0.003368905,173,128,ICMP,177,DDOS-Attack
192.168.7.247,192.168.80.17,,0.004835563,324,128,UDP,326,DDOS-Attack
192.168.77.108,192.168.220.156,8,0.003935235,508,64,ICMP,517,DDOS-Attack
192.168.178.138,192.168.107.73,,0.000932294,793,32,TCP,794,DDOS-Attack
192.168.209.36,192.168.107.6,,0.003182687,336,32,UDP,336,DDOS-Attack
192.168.253.198,192.168.61.122,,0.004014872,281,128,UDP,291,DDOS-Attack
192.168.13.154,192.168.138.183,,0.004732287,348,128,TCP,357,DDOS-Attack
192.168.86.91,192.168.97.189,8,0.001109796,723,128,ICMP,728,DDOS-Attack
192.168.115.72,192.168.209.48,8,8.8583e-05,113,32,ICMP,122,DDOS-Attack
192.168.41.82,192.168.109.101,,0.003480556,448,32,UDP,450,DDOS-Attack
192.168.150.133,192.168.195.56,,0.003182084,663,32,UDP,669,DDOS-Attack
192.168.62.114,192.168.100.1,,0.004947742,120,64,TCP,126,DDOS-Attack
192.168.181.235,192.168.199.81,8,0.003617532,447,128,ICMP,449,DDOS-Attack
192.168.100.117,192.168.149.250,,0.00433882,733,64,TCP,739,DDOS-Attack
192.168.245.80,192.168.221.102,,0.004080869,642,128,UDP,652,DDOS-Attack
192.168.14.224,192.168.143.131,,0.003664954,91,128,UDP,97,DDOS-Attack
192.168.159.121,192.168.158.204,,0.002566865,564,64,TCP,569,DDOS-Attack
192.168.108.209,192.168.197.26,,0.003254595,185,64,TCP,190,DDOS-Attack
192.168.175.88,192.168.185.71,,0.003122461,483,64,TCP,490,DDOS-Attack
192.168.251.42,192.168.214.206,8,0.004475835,528,64,ICMP,534,DDOS-Attack
192.168.173.162,192.168.92.158,,0.002732081,470,32,TCP,470,DDOS-Attack
192.168.142.201,192.168.154.103,,0.002573681,499,32,UDP,509,DDOS-Attack
192.168.44.152,192.168.137.145,,0.000202753,395,64,UDP,395,DDOS-Attack
192.168.208.25,192.168.21.76,,0.0043096,585,32,TCP,587,DDOS-Attack
192.168.45.240,192.168.205.149,,0.00478933,262,32,TCP,264,DDOS-Attack
192.168.141.158,192.168.193.64,,0.002803818,404,64,TCP,411,DDOS-Attack
192.168.116.10,192.168.53.210,,0.001482288,505,32,UDP,514,DDOS-Attack
192.168.57.27,192.168.55.211,,0.001707895,128,64,TCP,133,DDOS-Attack
192.168.82.190,192.168.75.59,,0.004221491,388,128,UDP,397,DDOS-Attack
192.168.118.63,192.168.21.36,,0.003933283,294,128,TCP,295,DDOS-Attack
192.168.54.7,192.168.68.71,,0.000429548,161,32,UDP,163,DDOS-Attack
192.168.251.132,192.168.96.225,,0.002033914,640,128,TCP,650,DDOS-Attack
192.168.51.3,192.168.241.39,8,0.000979785,426,128,ICMP,435,DDOS-Attack
192.168.186.135,192.168.132.68,,0.003863041,794,32,UDP,801,DDOS-Attack
192.168.205.109,192.168.207.65,,0.003355215,279,64,TCP,287,DDOS-Attack
192.168.215.192,192.168.161.56,,0.002755797,730,32,TCP,734,DDOS-Attack
192.168.0.111,192.168.183.13,8,0.00026931,157,64,ICMP,158,DDOS-Attack
192.168.116.72,192.168.172.35,,0.000248118,627,32,TCP,634,DDOS-Attack
192.168.61.67,192.168.215.131,,0.004784092,753,128,UDP,755,DDOS-Attack
192.168.3.82,192.168.10.177,,0.00436486,415,64,TCP,415,DDOS-Attack
192.168.132.165,192.168.117.65,8,0.004534291,267,128,ICMP,272,DDOS-Attack
192.168.131.38,192.168.76.40,,0.00354283,547,32,UDP,553,DDOS-Attack
192.168.162.71,192.168.177.73,8,0.003374399,536,64,ICMP,541,DDOS-Attack
192.168.37.210,192.168.168.252,8,0.001154609,103,128,ICMP,105,DDOS-Attack
192.168.48.138,192.168.100.109,,0.001897661,308,64,UDP,317,DDOS-Attack
192.168.91.233,192.168.176.1,,0.002717682,510,128,TCP,518,DDOS-Attack
192.168.45.14,192.168.148.37,,0.001129169,171,128,TCP,178,DDOS-Attack
192.168.205.116,192.168.131.85,,0.004266459,120,128,UDP,121,DDOS-Attack
192.168.126.206,192.168.30.240,8,0.001110442,516,32,ICMP,518,DDOS-Attack
192.168.136.55,192.168.68.48,,0.004234543,509,32,UDP,517,DDOS-Attack
192.168.186.2,192.168.32.23,8,0.003042924,251,128,ICMP,259,DDOS-Attack
192.168.155.80,192.168.167.165,,0.002021842,414,64,UDP,418,DDOS-Attack
192.168.55.90,192.168.71.23,8,0.002665636,691,64,ICMP,697,DDOS-Attack
192.168.196.174,192.168.106.124,8,0.004055351,456,32,ICMP,457,DDOS-Attack
192.168.247.120,192.168.208.106,,0.002706716,413,64,TCP,419,DDOS-Attack
192.168.162.167,192.168.46.237,,0.004229828,74,32,UDP,74,DDOS-Attack
192.168.191.216,192.168.142.25,8,0.003420297,678,32,ICMP,684,DDOS-Attack
192.168.69.121,192.168.100.63,,0.004790148,129,64,UDP,139,DDOS-Attack
192.168.72.159,192.168.191.59,,0.001310375,448,64,UDP,449,DDOS-Attack
192.168.86.135,192.168.225.151,,0.003471193,553,128,TCP,558,DDOS-Attack
192.168.14.88,192.168.241.193,,0.003960608,681,32,TCP,687,DDOS-Attack
192.168.123.252,192.168.90.202,,0.002540421,575,64,UDP,583,DDOS-Attack
192.168.22.20,192.168.215.173,,0.001150644,674,64,UDP,680,DDOS-Attack
192.168.231.52,192.168.254.91,,0.001982258,718,32,UDP,721,DDOS-Attack
192.168.1.243,192.168.96.47,8,0.00479938,505,64,ICMP,508,DDOS-Attack
192.168.115.141,192.168.75.119,8,0.000257749,280,128,ICMP,290,DDOS-Attack
192.168.247.147,192.168.159.24,,0.003750401,430,64,TCP,440,DDOS-Attack
192.168.244.176,192.168.100.115,,0.003437438,207,64,TCP,215,DDOS-Attack
192.168.24.52,192.168.97.189,8,0.001077853,320,128,ICMP,322,DDOS-Attack
192.168.7.180,192.168.1.75,,0.002007266,623,64,TCP,630,DDOS-Attack
192.168.182.228,192.168.186.57,8,0.00162995,615,128,ICMP,619,DDOS-Attack
192.168.216.251,192.168.141.140,8,0.003102431,303,32,ICMP,313,DDOS-Attack
192.168.140.154,192.168.149.38,,0.003381977,456,64,TCP,466,DDOS-Attack
192.168.245.90,192.168.132.223,,0.003191134,710,64,UDP,714,DDOS-Attack
192.168.236.174,192.168.106.85,8,0.003357931,412,128,ICMP,415,DDOS-Attack
192.168.143.66,192.168.36.194,,0.001633705,507,64,UDP,514,DDOS-Attack
192.168.147.245,192.168.76.240,8,0.001966189,399,64,ICMP,401,DDOS-Attack
192.168.93.71,192.168.92.43,,0.002964674,560,64,TCP,568,DDOS-Attack
192.168.91.124,192.168.114.175,,0.004520046,648,128,TCP,657,DDOS-Attack
192.168.93.95,192.168.194.240,,0.002897688,591,32,UDP,593,DDOS-Attack
192.168.126.201,192.168.254.221,8,0.004295797,275,32,ICMP,284,DDOS-Attack
192.168.24.191,192.168.99.97,8,0.003144783,778,128,ICMP,783,DDOS-Attack
192.168.210.75,192.168.60.41,8,0.004710264,116,128,ICMP,122,DDOS-Attack
192.168.206.46,192.168.197.142,,0.001048767,150,32,TCP,153,DDOS-Attack
192.168.120.45,192.168.145.24,8,0.000927386,175,128,ICMP,181,DDOS-Attack
192.168.93.172,192.168.191.28,,0.001974065,607,32,UDP,614,DDOS-Attack
192.168.47.251,192.168.215.86,8,0.002053992,759,128,ICMP,767,DDOS-Attack
192.168.147.199,192.168.184.69,8,0.00208587,300,32,ICMP,308,DDOS-Attack
192.168.126.136,192.168.33.26,8,0.004875493,75,128,ICMP,80,DDOS-Attack
192.168.220.80,192.168.213.177,8,0.000296634,684,32,ICMP,692,DDOS-Attack
192.168.141.194,192.168.48.91,,0.003640813,70,32,UDP,71,DDOS-Attack
192.168.88.26,192.168.17.120,,0.003092822,586,32,TCP,590,DDOS-Attack
192.168.64.74,192.168.30.224,8,0.002081441,149,128,ICMP,150,DDOS-Attack
192.168.68.212,192.168.196.194,8,0.000668356,651,32,ICMP,658,DDOS-Attack
192.168.61.42,192.168.154.141,,0.003997657,481,32,UDP,484,DDOS-Attack
192.168.232.204,192.168.99.148,,0.003913145,792,128,UDP,802,DDOS-Attack
192.168.172.61,192.168.93.182,,0.00242573,242,128,UDP,252,DDOS-Attack
192.168.121.19,192.168.110.197,,0.001848873,406,64,TCP,413,DDOS-Attack
192.168.78.141,192.168.201.86,,0.001915347,630,32,TCP,640,DDOS-Attack
192.168.100.178,192.168.61.204,,0.003162186,618,128,UDP,621,DDOS-Attack
192.168.43.120,192.168.214.122,,0.001379844,268,128,UDP,274,DDOS-Attack
192.168.211.157,192.168.118.22,8,0.001771137,772,32,ICMP,780,DDOS-Attack
192.168.98.12,192.168.225.161,8,0.001784111,636,128,ICMP,642,DDOS-Attack
192.168.82.10,192.168.145.98,,0.004930606,210,32,TCP,217,DDOS-Attack
192.168.76.124,192.168.49.82,,0.004811914,275,128,UDP,284,DDOS-Attack
192.168.101.138,192.168.73.110,,0.002168707,119,32,TCP,119,DDOS-Attack
192.168.68.87,192.168.58.214,,0.001427803,729,128,TCP,735,DDOS-Attack
192.168.228.169,192.168.229.225,,0.003842881,207,64,TCP,210,DDOS-Attack
192.168.150.70,192.168.120.84,,0.00029018,437,128,UDP,439,DDOS-Attack
192.168.207.69,192.168.99.50,8,0.001732411,124,128,ICMP,127,DDOS-Attack
192.168.234.162,192.168.155.1,,0.002864454,199,32,UDP,204,DDOS-Attack
192.168.26.118,192.168.163.47,8,0.000212669,263,64,ICMP,267,DDOS-Attack
192.168.16.150,192.168.87.24,,0.00094923,628,64,UDP,628,DDOS-Attack
192.168.22.30,192.168.165.44,,0.000712624,587,32,UDP,590,DDOS-Attack
192.168.153.252,192.168.237.253,,0.002243243,318,64,TCP,318,DDOS-Attack
192.168.27.21,192.168.51.167,,0.002592832,449,64,UDP,454,DDOS-Attack
192.168.214.54,192.168.236.230,,0.003831508,527,64,TCP,527,DDOS-Attack
192.168.154.31,192.168.154.56,,0.004406169,421,32,UDP,422,DDOS-Attack
192.168.33.189,192.168.168.136,8,0.004582029,454,32,ICMP,460,DDOS-Attack
192.168.16.66,192.168.59.38,8,0.000476753,132,32,ICMP,132,DDOS-Attack
192.168.177.178,192.168.197.115,,0.000159772,154,128,UDP,161,DDOS-Attack
192.168.246.1,192.168.176.46,,0.001467498,209,32,TCP,211,DDOS-Attack
192.168.152.53,192.168.246.26,8,0.001608757,633,64,ICMP,634,DDOS-Attack
192.168.213.139,192.168.125.118,8,0.002560304,187,128,ICMP,192,DDOS-Attack
192.168.141.212,192.168.96.57,,0.000553005,369,128,UDP,369,DDOS-Attack
192.168.191.250,192.168.231.92,,0.002422908,324,64,UDP,331,DDOS-Attack
192.168.34.197,192.168.23.155,8,0.001981028,233,64,ICMP,242,DDOS-Attack
192.168.63.21,192.168.98.27,8,0.002934283,457,128,ICMP,466,DDOS-Attack
192.168.121.19,192.168.74.191,8,0.00067822,775,64,ICMP,777,DDOS-Attack
192.168.14.51,192.168.131.63,8,0.002503045,289,128,ICMP,292,DDOS-Attack
192.168.214.43,192.168.166.78,,0.001630737,780,128,UDP,788,DDOS-Attack
192.168.45.234,192.168.248.212,,0.004646042,272,128,UDP,273,DDOS-Attack
192.168.79.154,192.168.243.147,,0.00259731,83,128,UDP,90,DDOS-Attack
192.168.123.67,192.168.209.195,,0.001461021,143,32,UDP,152,DDOS-Attack
192.168.7.143,192.168.210.204,,0.000753507,768,32,TCP,775,DDOS-Attack
192.168.27.95,192.168.41.86,,0.00327502,662,128,UDP,670,DDOS-Attack
192.168.104.191,192.168.250.147,8,0.003055491,300,64,ICMP,307,DDOS-Attack
192.168.164.104,192.168.128.71,,0.002903699,176,32,UDP,180,DDOS-Attack
192.168.10.63,192.168.84.119,,0.004214796,184,32,UDP,192,DDOS-Attack
192.168.63.11,192.168.38.127,8,0.003264547,608,128,ICMP,611,DDOS-Attack
192.168.139.84,192.168.106.217,,0.000736993,276,32,UDP,283,DDOS-Attack
192.168.55.150,192.168.203.176,,0.001970727,518,32,TCP,521,DDOS-Attack
192.168.172.208,192.168.210.25,,0.001928064,80,32,UDP,82,DDOS-Attack
192.168.64.6,192.168.24.134,,0.001436731,653,64,TCP,663,DDOS-Attack
192.168.175.127,192.168.160.205,,0.001593384,110,64,UDP,118,DDOS-Attack
192.168.87.186,192.168.4.250,8,0.004464661,66,32,ICMP,73,DDOS-Attack
192.168.134.169,192.168.42.158,,0.00276862,423,32,UDP,433,DDOS-Attack
192.168.88.206,192.168.41.216,8,0.002658972,143,128,ICMP,148,DDOS-Attack
192.168.227.82,192.168.214.127,,0.000373738,173,64,UDP,175,DDOS-Attack
192.168.134.204,192.168.56.170,,0.004304658,563,128,TCP,565,DDOS-Attack
192.168.237.93,192.168.158.10,,0.003251068,502,128,TCP,505,DDOS-Attack
192.168.140.16,192.168.34.87,,0.004858391,800,128,UDP,807,DDOS-Attack
192.168.81.205,192.168.133.238,,0.000302151,649,128,TCP,651,DDOS-Attack
192.168.70.35,192.168.76.242,8,0.000486235,376,64,ICMP,379,DDOS-Attack
192.168.81.164,192.168.193.47,,0.003754967,479,64,UDP,482,DDOS-Attack
192.168.34.85,192.168.182.23,,0.004413058,385,32,UDP,388,DDOS-Attack
192.168.177.172,192.168.31.86,8,0.000251403,686,64,ICMP,689,DDOS-Attack
192.168.139.159,192.168.7.67,,0.004737271,311,64,UDP,313,DDOS-Attack
192.168.159.26,192.168.60.227,,0.001635505,788,128,UDP,798,DDOS-Attack
192.168.114.32,192.168.245.117,,0.00313083,683,128,UDP,686,DDOS-Attack
192.168.5.137,192.168.144.178,,0.000233586,198,32,TCP,202,DDOS-Attack
192.168.113.31,192.168.52.196,,0.001234389,191,64,UDP,193,DDOS-Attack
192.168.115.183,192.168.249.254,,0.003203851,615,64,TCP,620,DDOS-Attack
192.168.226.159,192.168.12.227,,0.002399936,139,64,UDP,147,DDOS-Attack
192.168.245.114,192.168.17.130,8,0.002441927,234,128,ICMP,241,DDOS-Attack
192.168.186.252,192.168.88.191,,0.002029751,353,128,UDP,362,DDOS-Attack
192.168.73.198,192.168.226.72,,0.003388276,703,128,UDP,703,DDOS-Attack
192.168.213.118,192.168.18.122,,0.001303015,601,128,TCP,602,DDOS-Attack
192.168.150.211,192.168.14.103,,0.000747932,187,32,TCP,197,DDOS-Attack
192.168.188.108,192.168.141.126,,0.0007527,456,128,TCP,466,DDOS-Attack
192.168.70.188,192.168.16.10,,0.004432249,590,128,UDP,592,DDOS-Attack
192.168.89.200,192.168.25.26,,0.001438522,733,32,UDP,736,DDOS-Attack
192.168.64.121,192.168.182.145,,0.003149587,62,128,UDP,71,DDOS-Attack
192.168.141.209,192.168.86.21,8,0.001733467,591,32,ICMP,591,DDOS-Attack
192.168.202.157,192.168.176.203,,0.002237453,519,128,UDP,520,DDOS-Attack
192.168.21.31,192.168.242.236,8,0.00116134,470,128,ICMP,480,DDOS-Attack
192.168.136.228,192.168.90.236,,0.004899639,129,128,UDP,135,DDOS-Attack
192.168.44.35,192.168.91.114,8,0.001745251,682,128,ICMP,683,DDOS-Attack
192.168.210.142,192.168.184.117,8,0.000794782,537,32,ICMP,540,DDOS-Attack
192.168.101.13,192.168.46.28,,0.000194746,422,64,TCP,427,DDOS-Attack
192.168.43.46,192.168.178.229,,0.001199781,138,32,TCP,147,DDOS-Attack
192.168.161.98,192.168.204.239,,0.003489497,408,64,UDP,410,DDOS-Attack
192.168.206.245,192.168.28.147,,0.001643726,144,32,TCP,146,DDOS-Attack
192.168.177.159,192.168.71.78,,0.003368403,439,32,UDP,445,DDOS-Attack
192.168.15.158,192.168.183.113,,0.004678214,538,64,TCP,545,DDOS-Attack
192.168.38.185,192.168.87.193,,0.003407544,87,64,TCP,94,DDOS-Attack
192.168.200.156,192.168.92.228,8,0.00286841,404,128,ICMP,411,DDOS-Attack
192.168.160.50,192.168.185.125,,0.004153042,750,32,UDP,759,DDOS-Attack
192.168.82.112,192.168.244.214,,0.00062957,389,64,UDP,395,DDOS-Attack
192.168.133.202,192.168.190.153,,0.00233673,341,64,UDP,344,DDOS-Attack
192.168.91.41,192.168.251.186,,0.001721946,238,128,UDP,246,DDOS-Attack
192.168.215.39,192.168.44.89,,0.002518509,793,64,TCP,800,DDOS-Attack
192.168.51.238,192.168.234.10,,0.003607395,334,64,TCP,336,DDOS-Attack
192.168.229.132,192.168.124.203,8,0.000574088,530,32,ICMP,540,DDOS-Attack
192.168.252.241,192.168.117.113,,0.001982458,104,128,TCP,108,DDOS-Attack
192.168.182.119,192.168.236.153,8,0.001136097,797,32,ICMP,807,DDOS-Attack
192.168.236.119,192.168.129.19,,0.001607864,154,32,UDP,154,DDOS-Attack
192.168.241.140,192.168.62.114,8,0.000922434,723,64,ICMP,731,DDOS-Attack
192.168.80.85,192.168.20.170,,0.001129169,577,128,TCP,586,DDOS-Attack
192.168.83.134,192.168.223.76,,0.003144625,315,128,TCP,315,DDOS-Attack
192.168.159.124,192.168.47.177,,0.002747446,696,32,UDP,699,DDOS-Attack
192.168.237.151,192.168.37.107,,0.004565529,590,32,TCP,590,DDOS-Attack
192.168.126.164,192.168.230.93,,0.001097306,305,128,UDP,311,DDOS-Attack
192.168.139.168,192.168.82.112,,0.003834939,324,32,TCP,333,DDOS-Attack
192.168.78.112,192.168.133.154,,0.000840767,65,32,TCP,65,DDOS-Attack
192.168.66.12,192.168.246.34,,0.001319319,379,32,TCP,381,DDOS-Attack
192.168.3.221,192.168.71.227,,0.0033724,280,128,TCP,290,DDOS-Attack
192.168.235.70,192.168.30.30,,0.002238001,555,32,TCP,561,DDOS-Attack
192.168.255.61,192.168.192.246,8,0.000904011,588,32,ICMP,591,DDOS-Attack
192.168.165.84,192.168.60.7,,0.00149017,251,32,TCP,252,DDOS-Attack
192.168.134.174,192.168.135.153,,0.002812449,388,128,UDP,388,DDOS-Attack
192.168.225.131,192.168.37.29,,0.002079251,74,128,TCP,83,DDOS-Attack
192.168.190.26,192.168.10.55,,0.002585835,716,128,TCP,722,DDOS-Attack
192.168.143.185,192.168.125.86,8,0.003495395,511,128,ICMP,517,DDOS-Attack
192.168.182.17,192.168.175.127,,0.0030619,81,64,UDP,83,DDOS-Attack
192.168.112.68,192.168.82.79,,0.000329811,618,64,TCP,618,DDOS-Attack
192.168.39.16,192.168.183.243,,0.004914536,304,128,TCP,312,DDOS-Attack
192.168.151.50,192.168.228.46,8,0.001759613,308,64,ICMP,311,DDOS-Attack
192.168.18.64,192.168.121.181,,0.000122604,363,32,TCP,370,DDOS-Attack
192.168.46.225,192.168.205.147,,0.003500901,368,32,TCP,376,DDOS-Attack
192.168.211.14,192.168.115.156,8,0.003416828,597,128,ICMP,599,DDOS-Attack
192.168.130.177,192.168.155.63,8,0.004794469,405,32,ICMP,409,DDOS-Attack
192.168.106.6,192.168.60.197,8,0.000441308,630,64,ICMP,637,DDOS-Attack
192.168.55.118,192.168.36.94,,0.001130714,753,32,UDP,753,DDOS-Attack
192.168.127.174,192.168.163.155,8,9.0701e-05,531,128,ICMP,540,DDOS-Attack
