frame.time_delta,frame.len,ip.ttl,ip.len,Protocol,label
0.000511,100,52,100,TCP,DDOS-Attack
0.000601,113,45,113,UDP,DDOS-Attack
0.000357,94,41,94,TCP,DDOS-Attack
0.00021,146,43,146,TCP,DDOS-Attack
2.3e-05,88,46,88,UDP,DDOS-Attack
0.000328,136,34,136,ICMP,DDOS-Attack
8.2e-05,70,44,70,UDP,DDOS-Attack
0.000165,65,50,65,ICMP,DDOS-Attack
0.000661,69,37,69,UDP,DDOS-Attack
0.000156,102,40,102,ICMP,DDOS-Attack
0.000532,100,45,100,ICMP,DDOS-Attack
0.000317,123,46,123,ICMP,DDOS-Attack
0.000667,98,61,98,ICMP,DDOS-Attack
0.000552,102,55,102,UDP,DDOS-Attack
0.000503,105,31,105,ICMP,DDOS-Attack
0.000131,102,40,102,TCP,DDOS-Attack
0.000427,74,54,74,TCP,DDOS-Attack
0.000808,92,62,92,TCP,DDOS-Attack
0.00057,71,40,71,ICMP,DDOS-Attack
0.00092,109,44,109,TCP,DDOS-Attack
0.00049,98,45,98,TCP,DDOS-Attack
0.000669,100,64,100,TCP,DDOS-Attack
0.000322,88,30,88,ICMP,DDOS-Attack
3.6e-05,63,54,63,UDP,DDOS-Attack
0.000657,88,51,88,ICMP,DDOS-Attack
0.000105,130,44,130,TCP,DDOS-Attack
0.000993,95,35,95,TCP,DDOS-Attack
0.00014,106,47,106,UDP,DDOS-Attack
0.000666,145,35,145,UDP,DDOS-Attack
0.000926,144,56,144,ICMP,DDOS-Attack
1.7e-05,138,63,138,TCP,DDOS-Attack
0.000663,128,30,128,ICMP,DDOS-Attack
0.000617,136,48,136,UDP,DDOS-Attack
0.000189,94,57,94,UDP,DDOS-Attack
0.000626,105,37,105,UDP,DDOS-Attack
0.000685,105,51,105,ICMP,DDOS-Attack
0.000905,87,37,87,TCP,DDOS-Attack
0.000462,67,63,67,TCP,DDOS-Attack
0.000382,119,38,119,ICMP,DDOS-Attack
0.000372,74,62,74,TCP,DDOS-Attack
0.000234,95,60,95,TCP,DDOS-Attack
0.000115,104,30,104,TCP,DDOS-Attack
0.000457,124,61,124,TCP,DDOS-Attack
0.000822,137,43,137,TCP,DDOS-Attack
0.000516,145,56,145,TCP,DDOS-Attack
0.000331,98,41,98,TCP,DDOS-Attack
1.9e-05,115,48,115,UDP,DDOS-Attack
0.000183,62,52,62,UDP,DDOS-Attack
0.000217,103,46,103,TCP,DDOS-Attack
0.000469,139,34,139,UDP,DDOS-Attack
0.000814,143,36,143,TCP,DDOS-Attack
0.000157,67,64,67,TCP,DDOS-Attack
0.00016,61,35,61,TCP,DDOS-Attack
0.000305,85,58,85,ICMP,DDOS-Attack
0.000243,68,58,68,ICMP,DDOS-Attack
0.000856,65,45,65,ICMP,DDOS-Attack
0.000311,80,58,80,ICMP,DDOS-Attack
0.000353,130,35,130,UDP,DDOS-Attack
0.000175,120,53,120,TCP,DDOS-Attack
0.000855,105,47,105,UDP,DDOS-Attack
0.00075,90,36,90,UDP,DDOS-Attack
0.000421,80,56,80,UDP,DDOS-Attack
0.000888,80,41,80,TCP,DDOS-Attack
0.000339,146,58,146,TCP,DDOS-Attack
0.000709,122,53,122,UDP,DDOS-Attack
0.000348,104,52,104,UDP,DDOS-Attack
0.000845,68,53,68,TCP,DDOS-Attack
0.000344,142,55,142,UDP,DDOS-Attack
0.000371,81,60,81,UDP,DDOS-Attack
0.00062,81,50,81,TCP,DDOS-Attack
0.000561,144,45,144,ICMP,DDOS-Attack
0.000726,94,53,94,TCP,DDOS-Attack
6.9e-05,149,49,149,TCP,DDOS-Attack
0.000996,60,53,60,UDP,DDOS-Attack
0.000792,137,60,137,UDP,DDOS-Attack
0.00032,100,31,100,UDP,DDOS-Attack
8.4e-05,60,31,60,TCP,DDOS-Attack
0.000499,99,61,99,UDP,DDOS-Attack
0.000689,119,31,119,ICMP,DDOS-Attack
0.00088,99,56,99,TCP,DDOS-Attack
0.000171,89,47,89,TCP,DDOS-Attack
0.000786,60,57,60,ICMP,DDOS-Attack
0.000382,145,47,145,TCP,DDOS-Attack
0.000129,89,38,89,ICMP,DDOS-Attack
0.000277,134,41,134,TCP,DDOS-Attack
0.000882,67,61,67,UDP,DDOS-Attack
0.000523,60,35,60,ICMP,DDOS-Attack
0.000711,62,30,62,UDP,DDOS-Attack
0.000267,71,43,71,TCP,DDOS-Attack
0.000598,137,50,137,TCP,DDOS-Attack
3e-05,105,52,105,TCP,DDOS-Attack
0.000973,65,58,65,TCP,DDOS-Attack
0.000148,69,59,69,ICMP,DDOS-Attack
0.000106,61,46,61,UDP,DDOS-Attack
0.000977,71,64,71,UDP,DDOS-Attack
0.000282,85,44,85,ICMP,DDOS-Attack
0.000895,101,55,101,TCP,DDOS-Attack
2.8e-05,76,46,76,ICMP,DDOS-Attack
0.000856,141,36,141,UDP,DDOS-Attack
0.000807,124,51,124,UDP,DDOS-Attack
0.000835,77,63,77,UDP,DDOS-Attack
0.000366,98,38,98,ICMP,DDOS-Attack
0.00099,112,63,112,TCP,DDOS-Attack
8.6e-05,87,53,87,ICMP,DDOS-Attack
0.000221,98,60,98,UDP,DDOS-Attack
0.000249,136,50,136,TCP,DDOS-Attack
0.000969,138,33,138,ICMP,DDOS-Attack
5.3e-05,70,44,70,TCP,DDOS-Attack
0.000328,115,35,115,UDP,DDOS-Attack
0.000784,110,33,110,ICMP,DDOS-Attack
0.000247,131,61,131,ICMP,DDOS-Attack
0.000258,124,39,124,ICMP,DDOS-Attack
0.000662,105,44,105,UDP,DDOS-Attack
9.9e-05,73,42,73,UDP,DDOS-Attack
2e-05,98,34,98,UDP,DDOS-Attack
0.000956,144,41,144,UDP,DDOS-Attack
0.000254,68,63,68,UDP,DDOS-Attack
0.000803,114,58,114,UDP,DDOS-Attack
0.000785,62,30,62,UDP,DDOS-Attack
0.000916,99,37,99,UDP,DDOS-Attack
0.000278,102,36,102,TCP,DDOS-Attack
0.000867,136,58,136,UDP,DDOS-Attack
0.00099,127,39,127,TCP,DDOS-Attack
0.000908,111,31,111,UDP,DDOS-Attack
0.000996,121,38,121,ICMP,DDOS-Attack
0.000218,86,35,86,UDP,DDOS-Attack
0.000424,70,36,70,TCP,DDOS-Attack
0.000962,100,46,100,ICMP,DDOS-Attack
0.000129,142,39,142,TCP,DDOS-Attack
0.000726,60,50,60,TCP,DDOS-Attack
0.000659,129,37,129,UDP,DDOS-Attack
0.00011,140,43,140,UDP,DDOS-Attack
0.000578,119,33,119,ICMP,DDOS-Attack
0.000757,111,35,111,TCP,DDOS-Attack
0.000874,132,41,132,ICMP,DDOS-Attack
0.000332,106,33,106,UDP,DDOS-Attack
0.000216,123,36,123,UDP,DDOS-Attack
0.00069,86,49,86,UDP,DDOS-Attack
6.5e-05,103,58,103,UDP,DDOS-Attack
0.000734,94,56,94,UDP,DDOS-Attack
0.000467,117,32,117,ICMP,DDOS-Attack
0.000671,131,44,131,UDP,DDOS-Attack
8.6e-05,71,61,71,ICMP,DDOS-Attack
0.000559,94,31,94,ICMP,DDOS-Attack
0.000714,101,49,101,TCP,DDOS-Attack
0.000992,110,46,110,TCP,DDOS-Attack
0.000449,142,42,142,TCP,DDOS-Attack
0.000242,77,56,77,TCP,DDOS-Attack
0.000728,144,44,144,UDP,DDOS-Attack
0.000246,105,32,105,TCP,DDOS-Attack
0.00089,89,60,89,UDP,DDOS-Attack
6.5e-05,73,49,73,TCP,DDOS-Attack
0.000548,134,46,134,TCP,DDOS-Attack
0.000886,137,63,137,TCP,DDOS-Attack
0.000867,115,56,115,ICMP,DDOS-Attack
0.000237,106,46,106,UDP,DDOS-Attack
0.000815,102,34,102,ICMP,DDOS-Attack
0.000447,131,51,131,TCP,DDOS-Attack
0.000883,115,48,115,TCP,DDOS-Attack
0.000522,80,51,80,UDP,DDOS-Attack
0.000683,70,58,70,UDP,DDOS-Attack
0.000589,74,34,74,UDP,DDOS-Attack
0.000509,73,50,73,TCP,DDOS-Attack
0.0008,111,30,111,UDP,DDOS-Attack
0.000597,112,46,112,ICMP,DDOS-Attack
0.000666,73,50,73,ICMP,DDOS-Attack
0.000825,115,39,115,TCP,DDOS-Attack
0.000202,108,64,108,UDP,DDOS-Attack
0.000136,122,50,122,ICMP,DDOS-Attack
0.000628,99,49,99,TCP,DDOS-Attack
0.000732,139,39,139,UDP,DDOS-Attack
8.1e-05,135,30,135,UDP,DDOS-Attack
9.2e-05,107,33,107,UDP,DDOS-Attack
2.4e-05,112,47,112,ICMP,DDOS-Attack
6.9e-05,97,56,97,UDP,DDOS-Attack
0.000207,129,40,129,TCP,DDOS-Attack
1.6e-05,101,44,101,TCP,DDOS-Attack
0.000889,62,61,62,TCP,DDOS-Attack
0.000641,73,43,73,TCP,DDOS-Attack
0.00017,122,35,122,TCP,DDOS-Attack
0.00087,139,40,139,TCP,DDOS-Attack
0.000988,121,38,121,ICMP,DDOS-Attack
0.000582,104,35,104,UDP,DDOS-Attack
0.00029,68,32,68,ICMP,DDOS-Attack
0.000993,106,35,106,UDP,DDOS-Attack
9.9e-05,145,40,145,UDP,DDOS-Attack
9.1e-05,139,53,139,TCP,DDOS-Attack
0.000624,150,42,150,TCP,DDOS-Attack
0.000994,80,32,80,TCP,DDOS-Attack
0.000839,138,43,138,UDP,DDOS-Attack
0.000292,101,31,101,ICMP,DDOS-Attack
0.00024,96,32,96,ICMP,DDOS-Attack
0.000626,136,40,136,TCP,DDOS-Attack
0.000474,132,42,132,TCP,DDOS-Attack
0.000696,83,37,83,ICMP,DDOS-Attack
0.00015,107,54,107,ICMP,DDOS-Attack
0.000592,124,42,124,ICMP,DDOS-Attack
0.000946,80,35,80,TCP,DDOS-Attack
0.000104,128,43,128,UDP,DDOS-Attack
0.000793,75,44,75,UDP,DDOS-Attack
5.3e-05,150,47,150,ICMP,DDOS-Attack
3e-05,150,37,150,UDP,DDOS-Attack
0.000762,97,62,97,UDP,DDOS-Attack
0.000351,95,50,95,UDP,DDOS-Attack
0.000942,149,43,149,UDP,DDOS-Attack
0.000282,108,48,108,ICMP,DDOS-Attack
0.000828,146,45,146,TCP,DDOS-Attack
0.000423,80,34,80,UDP,DDOS-Attack
0.000713,143,30,143,TCP,DDOS-Attack
0.000442,125,47,125,TCP,DDOS-Attack
0.000817,60,37,60,ICMP,DDOS-Attack
0.000438,97,41,97,UDP,DDOS-Attack
0.000541,138,38,138,ICMP,DDOS-Attack
0.000961,97,45,97,ICMP,DDOS-Attack
0.000595,67,52,67,TCP,DDOS-Attack
0.000179,88,64,88,TCP,DDOS-Attack
0.00071,65,57,65,UDP,DDOS-Attack
0.000206,80,48,80,ICMP,DDOS-Attack
4.1e-05,126,32,126,ICMP,DDOS-Attack
0.000291,92,41,92,ICMP,DDOS-Attack
0.000468,66,48,66,ICMP,DDOS-Attack
0.000497,129,41,129,TCP,DDOS-Attack
0.00097,85,50,85,ICMP,DDOS-Attack
0.00055,61,50,61,UDP,DDOS-Attack
0.000817,76,31,76,ICMP,DDOS-Attack
0.000405,81,33,81,TCP,DDOS-Attack
0.000377,91,47,91,TCP,DDOS-Attack
0.000869,91,44,91,UDP,DDOS-Attack
0.000582,69,32,69,TCP,DDOS-Attack
0.000794,98,32,98,UDP,DDOS-Attack
0.000157,69,38,69,TCP,DDOS-Attack
0.000866,144,62,144,TCP,DDOS-Attack
0.000853,146,56,146,UDP,DDOS-Attack
6e-06,78,57,78,TCP,DDOS-Attack
0.000992,144,42,144,TCP,DDOS-Attack
0.000985,101,41,101,UDP,DDOS-Attack
0.000625,112,31,112,ICMP,DDOS-Attack
0.000799,97,60,97,ICMP,DDOS-Attack
0.000214,64,56,64,ICMP,DDOS-Attack
0.000838,129,62,129,TCP,DDOS-Attack
0.000482,109,52,109,ICMP,DDOS-Attack
9e-06,134,38,134,TCP,DDOS-Attack
0.00014,91,50,91,UDP,DDOS-Attack
0.000772,89,50,89,ICMP,DDOS-Attack
0.000554,106,47,106,TCP,DDOS-Attack
0.000142,143,43,143,UDP,DDOS-Attack
0.000526,65,50,65,TCP,DDOS-Attack
0.000809,85,59,85,ICMP,DDOS-Attack
0.000918,81,39,81,ICMP,DDOS-Attack
0.000483,126,45,126,UDP,DDOS-Attack
0.000206,82,61,82,ICMP,DDOS-Attack
0.000347,85,63,85,UDP,DDOS-Attack
0.000338,134,44,134,ICMP,DDOS-Attack
0.000295,60,63,60,UDP,DDOS-Attack
0.000228,149,52,149,ICMP,DDOS-Attack
0.000159,62,64,62,TCP,DDOS-Attack
0.00043,65,38,65,ICMP,DDOS-Attack
3.3e-05,128,47,128,UDP,DDOS-Attack
0.000844,84,32,84,ICMP,DDOS-Attack
2e-05,71,52,71,ICMP,DDOS-Attack
0.000246,146,36,146,UDP,DDOS-Attack
0.000336,132,54,132,UDP,DDOS-Attack
0.00026,95,64,95,UDP,DDOS-Attack
0.000289,113,30,113,TCP,DDOS-Attack
0.000177,76,42,76,UDP,DDOS-Attack
0.00077,70,63,70,UDP,DDOS-Attack
6.6e-05,98,50,98,TCP,DDOS-Attack
0.000762,143,31,143,ICMP,DDOS-Attack
0.00072,81,49,81,ICMP,DDOS-Attack
0.000416,105,44,105,TCP,DDOS-Attack
0.000745,116,50,116,ICMP,DDOS-Attack
0.000786,84,31,84,UDP,DDOS-Attack
0.000237,89,60,89,UDP,DDOS-Attack
0.000854,135,48,135,TCP,DDOS-Attack
0.000491,83,59,83,UDP,DDOS-Attack
4.8e-05,83,48,83,ICMP,DDOS-Attack
7.1e-05,112,50,112,UDP,DDOS-Attack
0.000645,80,52,80,UDP,DDOS-Attack
2.2e-05,89,46,89,UDP,DDOS-Attack
1.9e-05,126,31,126,UDP,DDOS-Attack
0.000528,63,54,63,ICMP,DDOS-Attack
0.000357,93,37,93,ICMP,DDOS-Attack
0.000225,60,34,60,ICMP,DDOS-Attack
0.000128,110,48,110,TCP,DDOS-Attack
0.000161,85,44,85,TCP,DDOS-Attack
0.000871,89,33,89,TCP,DDOS-Attack
8.1e-05,129,43,129,UDP,DDOS-Attack
0.000207,108,63,108,UDP,DDOS-Attack
0.000827,128,59,128,TCP,DDOS-Attack
0.000359,61,31,61,UDP,DDOS-Attack
5.9e-05,67,45,67,UDP,DDOS-Attack
0.000452,74,58,74,TCP,DDOS-Attack
0.000742,134,30,134,TCP,DDOS-Attack
0.000594,63,61,63,UDP,DDOS-Attack
0.000924,127,54,127,TCP,DDOS-Attack
0.00088,86,54,86,ICMP,DDOS-Attack
0.000533,68,57,68,ICMP,DDOS-Attack
0.000992,98,56,98,ICMP,DDOS-Attack
0.000841,124,42,124,ICMP,DDOS-Attack
0.000971,107,64,107,UDP,DDOS-Attack
0.000977,99,54,99,TCP,DDOS-Attack
0.000348,149,50,149,ICMP,DDOS-Attack
1.1e-05,80,35,80,TCP,DDOS-Attack
0.000423,149,35,149,TCP,DDOS-Attack
3e-06,113,57,113,ICMP,DDOS-Attack
0.000298,130,32,130,TCP,DDOS-Attack
0.000963,115,33,115,ICMP,DDOS-Attack
0.000502,85,42,85,ICMP,DDOS-Attack
0.00078,74,60,74,UDP,DDOS-Attack
0.000201,103,34,103,TCP,DDOS-Attack
0.000319,138,33,138,TCP,DDOS-Attack
0.000772,104,47,104,TCP,DDOS-Attack
0.000104,104,55,104,ICMP,DDOS-Attack
0.000924,89,46,89,TCP,DDOS-Attack
0.000338,115,43,115,TCP,DDOS-Attack
0.000586,60,56,60,UDP,DDOS-Attack
0.000137,86,37,86,TCP,DDOS-Attack
0.00038,81,34,81,ICMP,DDOS-Attack
1.4e-05,143,49,143,TCP,DDOS-Attack
0.00042,136,52,136,TCP,DDOS-Attack
0.000813,61,57,61,ICMP,DDOS-Attack
0.000792,132,62,132,UDP,DDOS-Attack
0.000885,68,42,68,ICMP,DDOS-Attack
0.000696,61,43,61,ICMP,DDOS-Attack
0.000141,117,55,117,TCP,DDOS-Attack
0.000895,72,39,72,UDP,DDOS-Attack
0.000645,140,50,140,TCP,DDOS-Attack
0.000963,100,31,100,UDP,DDOS-Attack
6.1e-05,147,64,147,UDP,DDOS-Attack
0.000178,136,42,136,ICMP,DDOS-Attack
0.000917,109,53,109,UDP,DDOS-Attack
0.000762,150,59,150,UDP,DDOS-Attack
0.00068,116,50,116,ICMP,DDOS-Attack
0.000289,147,55,147,ICMP,DDOS-Attack
0.00035,148,34,148,TCP,DDOS-Attack
0.000891,73,36,73,TCP,DDOS-Attack
0.000514,118,47,118,TCP,DDOS-Attack
0.000959,131,60,131,UDP,DDOS-Attack
0.000448,72,33,72,TCP,DDOS-Attack
0.000228,105,49,105,TCP,DDOS-Attack
0.00068,88,30,88,ICMP,DDOS-Attack
0.0008,86,60,86,TCP,DDOS-Attack
0.000946,147,41,147,TCP,DDOS-Attack
0.000826,138,54,138,UDP,DDOS-Attack
0.000178,118,49,118,UDP,DDOS-Attack
0.000354,103,47,103,ICMP,DDOS-Attack
0.000751,142,64,142,TCP,DDOS-Attack
0.000953,130,46,130,UDP,DDOS-Attack
0.000354,115,51,115,ICMP,DDOS-Attack
0.00063,125,33,125,UDP,DDOS-Attack
0.000457,130,51,130,ICMP,DDOS-Attack
0.00085,108,37,108,TCP,DDOS-Attack
0.000135,78,47,78,UDP,DDOS-Attack
0.00074,108,45,108,TCP,DDOS-Attack
0.000581,96,54,96,ICMP,DDOS-Attack
0.000405,135,57,135,TCP,DDOS-Attack
0.000279,82,45,82,UDP,DDOS-Attack
0.000755,83,35,83,UDP,DDOS-Attack
0.000625,146,31,146,UDP,DDOS-Attack
0.000511,60,48,60,TCP,DDOS-Attack
0.000531,144,58,144,TCP,DDOS-Attack
0.00069,80,60,80,TCP,DDOS-Attack
0.00029,98,44,98,UDP,DDOS-Attack
0.000599,64,35,64,UDP,DDOS-Attack
0.000759,85,53,85,TCP,DDOS-Attack
0.000918,79,63,79,TCP,DDOS-Attack
0.00078,60,53,60,ICMP,DDOS-Attack
0.000765,71,48,71,TCP,DDOS-Attack
0.000872,85,46,85,UDP,DDOS-Attack
0.000399,79,63,79,TCP,DDOS-Attack
0.000981,135,64,135,TCP,DDOS-Attack
0.000645,129,58,129,UDP,DDOS-Attack
0.00067,78,43,78,UDP,DDOS-Attack
0.000741,100,62,100,TCP,DDOS-Attack
0.000888,135,34,135,UDP,DDOS-Attack
0.00073,144,44,144,TCP,DDOS-Attack
0.000936,143,59,143,UDP,DDOS-Attack
8.4e-05,122,49,122,TCP,DDOS-Attack
0.000372,88,60,88,UDP,DDOS-Attack
0.000993,95,46,95,ICMP,DDOS-Attack
0.000284,118,41,118,UDP,DDOS-Attack
0.000934,62,60,62,UDP,DDOS-Attack
0.000652,103,32,103,ICMP,DDOS-Attack
0.000911,119,61,119,ICMP,DDOS-Attack
0.000817,89,34,89,TCP,DDOS-Attack
0.000373,104,34,104,UDP,DDOS-Attack
0.000894,129,33,129,UDP,DDOS-Attack
0.000969,126,32,126,UDP,DDOS-Attack
8.3e-05,129,63,129,TCP,DDOS-Attack
0.000559,126,43,126,UDP,DDOS-Attack
0.000707,143,58,143,TCP,DDOS-Attack
0.000403,143,62,143,TCP,DDOS-Attack
0.000705,85,55,85,UDP,DDOS-Attack
0.000422,143,50,143,UDP,DDOS-Attack
0.000502,128,44,128,UDP,DDOS-Attack
0.000681,79,36,79,ICMP,DDOS-Attack
0.000712,78,48,78,TCP,DDOS-Attack
0.000802,69,40,69,ICMP,DDOS-Attack
0.000282,136,52,136,UDP,DDOS-Attack
0.000988,141,62,141,ICMP,DDOS-Attack
0.000304,103,61,103,TCP,DDOS-Attack
0.000221,83,42,83,TCP,DDOS-Attack
0.000442,107,35,107,TCP,DDOS-Attack
0.000306,88,61,88,UDP,DDOS-Attack
9e-05,132,48,132,UDP,DDOS-Attack
0.000567,80,50,80,UDP,DDOS-Attack
3.2e-05,144,48,144,TCP,DDOS-Attack
8.8e-05,98,35,98,TCP,DDOS-Attack
0.000802,146,64,146,ICMP,DDOS-Attack
0.000994,145,47,145,TCP,DDOS-Attack
0.00083,107,42,107,ICMP,DDOS-Attack
0.000204,135,31,135,ICMP,DDOS-Attack
0.000704,121,35,121,ICMP,DDOS-Attack
0.000834,112,47,112,UDP,DDOS-Attack
0.000953,105,64,105,TCP,DDOS-Attack
0.000977,126,56,126,TCP,DDOS-Attack
0.000124,147,47,147,ICMP,DDOS-Attack
0.000342,94,52,94,UDP,DDOS-Attack
0.000846,74,47,74,TCP,DDOS-Attack
0.000943,112,56,112,ICMP,DDOS-Attack
0.000132,80,33,80,UDP,DDOS-Attack
0.000566,100,31,100,ICMP,DDOS-Attack
0.000367,105,31,105,TCP,DDOS-Attack
0.000416,105,58,105,UDP,DDOS-Attack
0.000736,75,48,75,ICMP,DDOS-Attack
0.000149,66,48,66,TCP,DDOS-Attack
0.000505,67,62,67,ICMP,DDOS-Attack
0.000559,110,31,110,ICMP,DDOS-Attack
4.5e-05,105,55,105,TCP,DDOS-Attack
0.000812,68,53,68,UDP,DDOS-Attack
0.000189,110,44,110,ICMP,DDOS-Attack
0.000393,119,41,119,UDP,DDOS-Attack
9.4e-05,145,31,145,UDP,DDOS-Attack
0.000277,99,44,99,TCP,DDOS-Attack
0.000645,148,49,148,ICMP,DDOS-Attack
0.000205,74,46,74,UDP,DDOS-Attack
0.00073,92,46,92,ICMP,DDOS-Attack
0.00096,100,55,100,TCP,DDOS-Attack
0.000315,103,33,103,TCP,DDOS-Attack
0.000488,66,37,66,ICMP,DDOS-Attack
0.000316,144,31,144,ICMP,DDOS-Attack
0.000535,148,50,148,TCP,DDOS-Attack
0.000722,95,58,95,ICMP,DDOS-Attack
9.6e-05,139,31,139,ICMP,DDOS-Attack
1e-06,80,61,80,TCP,DDOS-Attack
0.000809,125,32,125,TCP,DDOS-Attack
0.000945,106,34,106,TCP,DDOS-Attack
0.000562,138,40,138,UDP,DDOS-Attack
0.00048,88,53,88,UDP,DDOS-Attack
0.000144,132,58,132,ICMP,DDOS-Attack
0.000447,68,57,68,TCP,DDOS-Attack
0.000621,88,61,88,ICMP,DDOS-Attack
0.000922,106,33,106,TCP,DDOS-Attack
0.00037,101,52,101,TCP,DDOS-Attack
0.00084,68,59,68,ICMP,DDOS-Attack
0.00062,136,30,136,UDP,DDOS-Attack
0.000107,115,59,115,TCP,DDOS-Attack
0.000623,143,57,143,TCP,DDOS-Attack
0.000807,62,42,62,UDP,DDOS-Attack
0.000533,62,49,62,TCP,DDOS-Attack
0.00079,135,62,135,ICMP,DDOS-Attack
0.000582,108,33,108,ICMP,DDOS-Attack
0.000715,89,50,89,ICMP,DDOS-Attack
0.000896,116,33,116,ICMP,DDOS-Attack
0.000454,75,37,75,UDP,DDOS-Attack
0.000561,63,64,63,ICMP,DDOS-Attack
0.000447,64,57,64,UDP,DDOS-Attack
0.000317,93,35,93,UDP,DDOS-Attack
1.8e-05,88,60,88,ICMP,DDOS-Attack
0.000538,75,33,75,TCP,DDOS-Attack
0.000372,114,64,114,UDP,DDOS-Attack
5.2e-05,141,64,141,UDP,DDOS-Attack
0.000983,131,62,131,UDP,DDOS-Attack
0.000458,61,57,61,ICMP,DDOS-Attack
0.000353,125,30,125,UDP,DDOS-Attack
0.000175,87,32,87,UDP,DDOS-Attack
0.000354,68,37,68,ICMP,DDOS-Attack
0.000133,112,60,112,UDP,DDOS-Attack
0.000915,60,59,60,UDP,DDOS-Attack
0.000759,132,59,132,TCP,DDOS-Attack
0.000209,78,47,78,ICMP,DDOS-Attack
0.000474,134,32,134,ICMP,DDOS-Attack
0.000956,145,59,145,TCP,DDOS-Attack
7.1e-05,96,64,96,UDP,DDOS-Attack
0.000169,116,43,116,TCP,DDOS-Attack
0.000418,67,61,67,ICMP,DDOS-Attack
5e-06,70,60,70,TCP,DDOS-Attack
0.000368,114,62,114,ICMP,DDOS-Attack
0.000604,136,55,136,UDP,DDOS-Attack
0.000455,66,42,66,TCP,DDOS-Attack
0.000352,65,43,65,TCP,DDOS-Attack
2.4e-05,92,55,92,TCP,DDOS-Attack
0.000494,147,38,147,TCP,DDOS-Attack
0.000869,122,42,122,UDP,DDOS-Attack
0.000278,124,64,124,TCP,DDOS-Attack
0.000343,60,43,60,UDP,DDOS-Attack
0.000966,142,39,142,UDP,DDOS-Attack
0.000387,62,40,62,ICMP,DDOS-Attack
3.8e-05,115,46,115,UDP,DDOS-Attack
0.000341,64,51,64,TCP,DDOS-Attack
0.00027,142,59,142,UDP,DDOS-Attack
6e-05,90,39,90,UDP,DDOS-Attack
0.000252,101,41,101,TCP,DDOS-Attack
0.000911,149,62,149,ICMP,DDOS-Attack
0.000937,144,30,144,UDP,DDOS-Attack
0.000429,102,31,102,UDP,DDOS-Attack
0.000954,68,31,68,ICMP,DDOS-Attack
0.000132,122,63,122,UDP,DDOS-Attack
1.9e-05,68,54,68,UDP,DDOS-Attack
0.000115,99,63,99,TCP,DDOS-Attack
0.00077,143,53,143,ICMP,DDOS-Attack
0.000894,111,31,111,TCP,DDOS-Attack
0.000868,138,38,138,ICMP,DDOS-Attack
0.000887,69,34,69,ICMP,DDOS-Attack
0.000423,68,35,68,ICMP,DDOS-Attack
0.000781,66,47,66,TCP,DDOS-Attack
0.000249,62,31,62,ICMP,DDOS-Attack
0.000441,141,59,141,ICMP,DDOS-Attack
0.000501,76,58,76,ICMP,DDOS-Attack
0.00065,145,56,145,ICMP,DDOS-Attack
0.000452,144,59,144,ICMP,DDOS-Attack
0.000895,83,54,83,ICMP,DDOS-Attack
0.000517,91,44,91,ICMP,DDOS-Attack
0.000296,135,41,135,UDP,DDOS-Attack
0.000758,68,56,68,TCP,DDOS-Attack
0.000759,105,52,105,UDP,DDOS-Attack
0.000286,102,50,102,UDP,DDOS-Attack
0.000441,125,53,125,TCP,DDOS-Attack
0.000321,142,38,142,TCP,DDOS-Attack
0.000288,85,34,85,ICMP,DDOS-Attack
0.000229,95,64,95,UDP,DDOS-Attack
0.000999,62,52,62,UDP,DDOS-Attack
0.000239,83,47,83,UDP,DDOS-Attack
0.000552,150,61,150,UDP,DDOS-Attack
0.000637,94,61,94,TCP,DDOS-Attack
5.2e-05,94,31,94,ICMP,DDOS-Attack
0.000398,65,50,65,TCP,DDOS-Attack
0.000551,77,53,77,UDP,DDOS-Attack
0.000299,84,62,84,UDP,DDOS-Attack
0.000952,127,52,127,TCP,DDOS-Attack
5.8e-05,130,51,130,TCP,DDOS-Attack
0.00064,96,38,96,TCP,DDOS-Attack
0.000485,150,64,150,TCP,DDOS-Attack
0.000545,119,52,119,ICMP,DDOS-Attack
0.000506,101,45,101,TCP,DDOS-Attack
9.1e-05,77,61,77,UDP,DDOS-Attack
0.00064,85,39,85,TCP,DDOS-Attack
0.000263,86,51,86,ICMP,DDOS-Attack
0.000426,117,48,117,ICMP,DDOS-Attack
6.6e-05,66,57,66,UDP,DDOS-Attack
0.000487,63,46,63,TCP,DDOS-Attack
0.00044,104,61,104,TCP,DDOS-Attack
0.000275,129,52,129,ICMP,DDOS-Attack
0.000143,131,43,131,TCP,DDOS-Attack
0.000695,132,36,132,TCP,DDOS-Attack
0.000735,146,31,146,ICMP,DDOS-Attack
0.000977,144,34,144,TCP,DDOS-Attack
0.000498,92,36,92,UDP,DDOS-Attack
0.000353,87,60,87,UDP,DDOS-Attack
0.000446,89,38,89,UDP,DDOS-Attack
0.0002,143,53,143,ICMP,DDOS-Attack
0.000634,93,46,93,TCP,DDOS-Attack
4.3e-05,135,61,135,TCP,DDOS-Attack
3.3e-05,112,40,112,TCP,DDOS-Attack
0.000839,88,54,88,ICMP,DDOS-Attack
8e-06,133,37,133,ICMP,DDOS-Attack
0.000415,102,49,102,ICMP,DDOS-Attack
0.000424,138,34,138,UDP,DDOS-Attack
0.000487,117,48,117,TCP,DDOS-Attack
0.000409,101,31,101,TCP,DDOS-Attack
